name,url,ingredients,rating,rating_count,image_url
Grilled Salmon I,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/,1 ½ pounds salmon fillets ;   lemon pepper to taste ;   garlic powder to taste ;   salt to taste ; ⅓ cup soy sauce ; ⅓ cup brown sugar ; ⅓ cup water ; ¼ cup vegetable oil,4.76,5521,https://www.allrecipes.com/thmb/CfocX_0yH5_hFxtbFkzoWXrlycs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-12720-grilled-salmon-i-VAT-4x3-888cac0fb8a34f6fbde7bf836850cd1c.jpg
Slow Cooker Beef Stew I,https://www.allrecipes.com/recipe/14685/slow-cooker-beef-stew-i/,"2 pounds beef stew meat, cut into 1-inch pieces ; ¼ cup all-purpose flour ; ½ teaspoon salt ; ½ teaspoon ground black pepper ; 1 clove garlic, minced ; 1  bay leaf ; 1 teaspoon paprika ; 1 teaspoon Worcestershire sauce ; 1  onion, chopped ; 1 ½ cups beef broth ; 3  potatoes, diced ; 4  carrots, sliced ; 1 stalk celery, chopped",4.44,5357,https://www.allrecipes.com/thmb/K8WfLq0Eqi7vSPXyzAXUC_Karfo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14685-slow-cooker-beef-stew-i-DDMFS-4x3-6f0208563f4c43d6a80fdb077c19fe4e.jpg
Beth's Spicy Oatmeal Raisin Cookies,https://www.allrecipes.com/recipe/10497/beths-spicy-oatmeal-raisin-cookies/,"½ cup butter, softened ; ½ cup butter flavored shortening ; 1 cup packed light brown sugar ; ½ cup white sugar ; 2  eggs ; 1 teaspoon vanilla extract ; 1 ½ cups all-purpose flour ; 1 teaspoon baking soda ; 1 teaspoon ground cinnamon ; ½ teaspoon ground cloves ; ½ teaspoon salt ; 3 cups rolled oats ; 1 cup raisins",4.74,5213,https://www.allrecipes.com/thmb/SgcSoKjoNBdPFgHK4ITvjPjXxho=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1116153-beths-spicy-oatmeal-raisin-cookies-naples34102-aeb628e0e7864cfcbd159321e30a308d.jpg
Soft Oatmeal Cookies,https://www.allrecipes.com/recipe/19247/soft-oatmeal-cookies/,"1 cup butter, softened ; 1 cup white sugar ; 1 cup packed brown sugar ; 2  eggs ; 1 teaspoon vanilla extract ; 2 cups all-purpose flour ; 1 teaspoon baking soda ; 1 teaspoon salt ; 1 ½ teaspoons ground cinnamon ; 3 cups quick cooking oats",4.68,5175,https://www.allrecipes.com/thmb/uzyLaL7N3CJXXV4yy4Wrh1Ef2xg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-19247-soft-oatmeal-cookies-ddmfs-beauty-4x3-a47bb0cc883742ba9ba731167b9c08dc.jpg
Cream Cheese Frosting II,https://www.allrecipes.com/recipe/9926/cream-cheese-frosting-ii/,"2 (8 ounce) packages cream cheese, softened ; ½ cup butter, softened ; 2 cups sifted confectioners' sugar ; 1 teaspoon vanilla extract",4.71,5089,https://www.allrecipes.com/thmb/e0vt5LkJaQSRwO1eccWFAHu5qiM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2164995-0256ed8820a94e80ba487cc1415fabb9.jpg
Slow Cooker Pulled Pork,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/,"1 (2 pound) pork tenderloin ; 1 (12 fluid ounce) can or bottle root beer ; 1 (18 ounce) bottle your favorite barbecue sauce ; 8  hamburger buns, split and lightly toasted",4.61,5075,https://www.allrecipes.com/thmb/1Me_7JTiF4gaMiUJJHACUmi0Uq4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-141678-slow-cooker-pulled-pork-VAT-4x3-2-57874c5fb4724852a1ef757a29732aa9.jpg
Brooke's Best Bombshell Brownies,https://www.allrecipes.com/recipe/143667/brookes-best-bombshell-brownies/,"1 cup butter, melted ; 3 cups white sugar ; 1 tablespoon vanilla extract ; 4  eggs ; 1 ½ cups all-purpose flour ; 1 cup unsweetened cocoa powder ; 1 teaspoon salt ; 1 cup semisweet chocolate chips",4.62,4993,https://www.allrecipes.com/thmb/rWTXf_juN-gsSp4L9XEsh-jMJ_8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/143667-brookesbestbombshellbrownies-passano-alr0321-9397-2000-fccd07501bb346a9a63b194e6c85a329.jpg
Rosemary Ranch Chicken Kabobs,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/,"½ cup olive oil ; ½ cup ranch dressing ; 3 tablespoons Worcestershire sauce ; 1 tablespoon minced fresh rosemary ; 2 teaspoons salt ; 1 teaspoon lemon juice ; 1 teaspoon white vinegar ; ¼ teaspoon ground black pepper, or to taste ; 1 tablespoon white sugar, or to taste  (Optional); 5  skinless, boneless chicken breast halves - cut into 1 inch cubes",4.71,4742,https://www.allrecipes.com/thmb/LTDmns3S5UNx9CjPv5O0uHfA_hI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/642001-912c9bd44b0f42e28fcac1ab6833e35a.jpg
Salisbury Steak,https://www.allrecipes.com/recipe/14595/salisbury-steak/,1 (10.5 ounce) can condensed French onion soup ; 1 ½ pounds ground beef ; ½ cup dry bread crumbs ; 1  egg ; ¼ teaspoon salt ; ⅛ teaspoon ground black pepper ; 1 tablespoon all-purpose flour ; ¼ cup ketchup ; ¼ cup water ; 1 tablespoon Worcestershire sauce ; ½ teaspoon mustard powder,4.42,4710,https://www.allrecipes.com/thmb/YOich567sAQ878Z_ljNv_ybaGoU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-RM-14595-salisbury-steak-ddmfs-3x4-9ed23d6ffebe4448abf1ef7e22c75e3f.jpg
Salsa Chicken,https://www.allrecipes.com/recipe/16700/salsa-chicken/,"4  skinless, boneless chicken breast halves ; 4 teaspoons taco seasoning mix ; 1 cup salsa ; 1 cup shredded Cheddar cheese ; 2 tablespoons sour cream  (Optional)",4.63,4698,https://www.allrecipes.com/thmb/vS0biyEnVMSodw13smZGUTrbK2A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-16700-salsa-chicken-DDMFS-4x3-0e54b044a6c9451e9e52bdc7118feefa.jpg
Braised Balsamic Chicken,https://www.allrecipes.com/recipe/8665/braised-balsamic-chicken/,"6  skinless, boneless chicken breast halves ; 1 teaspoon garlic salt ;   ground black pepper to taste ; 2 tablespoons olive oil ; 1  onion, thinly sliced ; 1 (14.5 ounce) can diced tomatoes ; ½ cup balsamic vinegar ; 1 teaspoon dried basil ; 1 teaspoon dried oregano ; 1 teaspoon dried rosemary ; ½ teaspoon dried thyme",4.39,4646,https://www.allrecipes.com/thmb/dDfHdxFfd7cq-mOU_dyUvsaZ5Ns=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/532125-braised-balsamic-chicken-TTV78-1x1-1-ffbbd26b99304a9f934ac7a14f01fb29.jpg
Chicken Enchiladas II,https://www.allrecipes.com/recipe/8694/chicken-enchiladas-ii/,"1 tablespoon butter ; ½ cup chopped green onions ; ½ teaspoon garlic powder ; 1 (4 ounce) can diced green chiles ; 1 (10.75 ounce) can  condensed cream of mushroom soup ; ½ cup sour cream ; 1 ½ cups cubed cooked chicken breast meat ; 1 cup shredded Cheddar cheese, divided ; 6 (12 inch) flour tortillas ; ¼ cup milk",4.57,4630,https://www.allrecipes.com/thmb/laVb99o9XzDZdX2nMbNXY-vrzak=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8694-Chicken-Enchildas-ddmfs-178-4x3-b212961062d64c1bbeae21697a681222.jpg
Fluffy French Toast,https://www.allrecipes.com/recipe/16895/fluffy-french-toast/,¼ cup all-purpose flour ; 1 cup milk ; 1 pinch salt ; 3  eggs ; ½ teaspoon ground cinnamon ; 1 teaspoon vanilla extract ; 1 tablespoon white sugar ; 12 thick slices bread,4.64,4569,https://www.allrecipes.com/thmb/kpI2DQrw7zDake_7B8wOJRkZ-6Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-recipe-16895-fluffy-french-toast-hero-01-ddmfs-4x3-7fd61e054f2c4f0f868b7ab0dd8767ae.jpg
Iced Pumpkin Cookies,https://www.allrecipes.com/recipe/10033/iced-pumpkin-cookies/,"2 ½ cups all-purpose flour ; 1 teaspoon baking powder ; 1 teaspoon baking soda ; 2 teaspoons ground cinnamon ; ½ teaspoon ground nutmeg ; ½ teaspoon ground cloves ; ½ teaspoon salt ; ½ cup butter, softened ; 1 ½ cups white sugar ; 1 cup canned pumpkin puree ; 1  egg ; 1 teaspoon vanilla extract ; 2 cups confectioners' sugar ; 3 tablespoons milk ; 1 tablespoon melted butter ; 1 teaspoon vanilla extract",4.72,4545,https://www.allrecipes.com/thmb/Kt1G-ZEBL_QG5dYzFWyNm7rAJ1o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-recipe-10033-iced-pumpkin-cookies-VAT-hero-04-4x3-df0a4e5c532f4b128a6240395c6e1a15.jpg
"Sweet, Sticky and Spicy Chicken",https://www.allrecipes.com/recipe/143082/sweet-sticky-and-spicy-chicken/,"1 tablespoon brown sugar ; 2 tablespoons honey ; ¼ cup soy sauce ; 2 teaspoons chopped fresh ginger root ; 2 teaspoons chopped garlic ; 2 tablespoons hot sauce ;   salt and pepper to taste ; 4  skinless, boneless chicken breast halves - cut into 1/2 inch strips ; 1 tablespoon vegetable oil",4.49,4529,https://www.allrecipes.com/thmb/2RKNVdCxhWudo6vIKbbWd4CEBpw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-143082-sweet-sticky-and-spicy-chicken-DDMF-4x3-a630d1fa713a490fb82f8a3818730a9e.jpg
Peanut Butter Cup Cookies,https://www.allrecipes.com/recipe/9471/peanut-butter-cup-cookies/,"1 ¾ cups all-purpose flour ; ½ teaspoon salt ; 1 teaspoon baking soda ; ½ cup butter, softened ; ½ cup white sugar ; ½ cup peanut butter ; ½ cup packed brown sugar ; 1  egg, beaten ; 1 teaspoon vanilla extract ; 2 tablespoons milk ; 40  miniature chocolate covered peanut butter cups, unwrapped",4.79,4528,https://www.allrecipes.com/thmb/k5IEw8JM3ZbkL_IVmp3Ipv-VFy0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9471-peanut-butter-cup-cookies-DDMFS-4x3-ee45cacdfe2a4c0fa62063da8b3fb767.jpg
Roast Sticky Chicken-Rotisserie Style,https://www.allrecipes.com/recipe/45954/roast-sticky-chicken-rotisserie-style/,"4 teaspoons salt ; 2 teaspoons paprika ; 1 teaspoon onion powder ; 1 teaspoon dried thyme ; 1 teaspoon white pepper ; ½ teaspoon cayenne pepper ; ½ teaspoon black pepper ; ½ teaspoon garlic powder ; 2  onions, quartered ; 2 (4 pound) whole chickens",4.69,4526,https://www.allrecipes.com/thmb/mVvztgpUEBtQl_Q-GffCOyXEFi8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/46458-roast-sticky-chicken-rotisserie-style-chibi-chef-1x1-1-eba2c64521944cfcb2dddb92539504c8.jpg
Meatball Nirvana,https://www.allrecipes.com/recipe/213742/meatball-nirvana/,"1 pound extra lean ground beef ; ½ teaspoon sea salt ; 1 small onion, diced ; ½ teaspoon garlic salt ; 1 ½ teaspoons Italian seasoning ; ¾ teaspoon dried oregano ; ¾ teaspoon crushed red pepper flakes ; 1 dash hot pepper sauce (such as Frank's RedHot®), or to taste ; 1 ½ tablespoons Worcestershire sauce ; ⅓ cup skim milk ; ¼ cup grated Parmesan cheese ; ½ cup seasoned bread crumbs",4.63,4436,https://www.allrecipes.com/thmb/zOEg7Wz80NusJKlb6eqK5XdDjNM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/213742-meatball-nirvana-DDMFS-4x3-45e620604962446ba3e822f8af469af1.jpg
Roasted Brussels Sprouts,https://www.allrecipes.com/recipe/67952/roasted-brussels-sprouts/,"1 ½ pounds Brussels sprouts, ends trimmed and yellow leaves removed ; 3 tablespoons olive oil ; 1 teaspoon kosher salt ; ½ teaspoon freshly ground black pepper",4.59,4356,https://www.allrecipes.com/thmb/8gIEob2QTblHhEDZY-sXyk8QOZk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/67952-roasted-brussels-sprouts-DDMFS-beauty-4x3-19890ead0b2e4d9f988402baba88b464.jpg
Double Layer Pumpkin Cheesecake,https://www.allrecipes.com/recipe/13477/double-layer-pumpkin-cheesecake/,"2 (8 ounce) packages cream cheese, softened ; ½ cup white sugar ; ½ teaspoon vanilla extract ; 2  eggs ; 1 (9 inch) prepared graham cracker crust ; ½ cup pumpkin puree ; ½ teaspoon ground cinnamon ; 1 pinch ground cloves ; 1 pinch ground nutmeg ; ½ cup frozen whipped topping, thawed",4.77,4342,https://www.allrecipes.com/thmb/RM4QUKU-wBnLFo80IUOPXdNsjzo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-13477-double-layer-pumpkin-cheesecake-VAT-4x3-904eb668e0c3482bb15d79730307cde3.jpg
Slow Cooker Chicken Stroganoff,https://www.allrecipes.com/recipe/17227/slow-cooker-chicken-stroganoff/,"4  skinless, boneless chicken breast halves - cubed ; ⅛ cup margarine ; 1 (.7 ounce) package dry Italian-style salad dressing mix ; 1 (8 ounce) package cream cheese ; 1 (10.75 ounce) can  condensed cream of chicken soup",4.4,4323,https://www.allrecipes.com/thmb/I6LvBULyWg4D8yk_LDuQfw5qOiw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/508287-cadd6a7fe02c4c949fd224708dfa7925.jpg
Slow Cooker Beef Stroganoff I,https://www.allrecipes.com/recipe/16352/slow-cooker-beef-stroganoff-i/,1 pound cubed beef stew meat ; 1 (10.75 ounce) can  condensed golden mushroom soup ; ½ cup chopped onion ; 1 tablespoon Worcestershire sauce ; ¼ cup water ; 4 ounces cream cheese,4.38,4277,https://www.allrecipes.com/thmb/3SVoKEMdWafTKQ6k8oDOhqdtrhA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16352-SlowCookerBeefStroganoff-I-ddmfs-4X3-0129-a143c3e80c184489bf383c91f026569a.jpg
Chicken Parmesan,https://www.allrecipes.com/recipe/223042/chicken-parmesan/,"4  skinless, boneless chicken breast halves ;   salt and freshly ground black pepper to taste ; 2  eggs ; 1 cup panko bread crumbs, or more as needed ; ½ cup grated Parmesan cheese ; 2 tablespoons all-purpose flour, or more if needed ; 1 cup olive oil for frying ; ½ cup prepared tomato sauce ; ¼ cup fresh mozzarella, cut into small cubes  ; ¼ cup chopped fresh basil ; ½ cup grated provolone cheese ; ¼ cup grated Parmesan cheese ; 1 tablespoon olive oil",4.83,4245,https://www.allrecipes.com/thmb/J0U0wHxsY1r-I1JUJ5jXcwCnzRI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/223042-Chicken-Parmesan-mfs_001-7ab952346edc4b2da36f3c0259b78543.jpg
Easy Slow Cooker French Dip,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/,4 pounds rump roast ; 1 (10.5 ounce) can beef broth ; 1 (10.5 ounce) can condensed French onion soup ; 1 (12 fluid ounce) can or bottle beer ; 6  French rolls ; 2 tablespoons butter,4.51,4188,https://www.allrecipes.com/thmb/5nJwZ4udbeakS0O7-K7bHGkkzuc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16239-Easy-Slow-Cooker-French-Dip-DDMFS-3x4-0477-5923a349ab6b4755a314fbc3cebce267.jpg
Classic Peanut Butter Cookies,https://www.allrecipes.com/recipe/10275/classic-peanut-butter-cookies/,1 cup unsalted butter ; 1 cup crunchy peanut butter ; 1 cup white sugar ; 1 cup packed brown sugar ; 2  eggs ; 2 ½ cups all-purpose flour ; 1 teaspoon baking powder ; ½ teaspoon salt ; 1 ½ teaspoons baking soda,4.6,4156,https://www.allrecipes.com/thmb/aeMeDEKlRCFKrx-RnghY-4q1BSY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1-275-classic-peanut-butter-cookies-mfs15-1-8cbd4a21fe5f474982c00fecafae57bf.jpg
"Bow Ties with Sausage, Tomatoes and Cream",https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/,"1 (12 ounce) package bow tie pasta ; 2 tablespoons olive oil ; 1 pound sweet Italian sausage, casings removed and crumbled ; ½ teaspoon red pepper flakes ; ½ cup diced onion ; 3 cloves garlic, minced ; 1 (28 ounce) can Italian-style plum tomatoes, drained and coarsely chopped ; 1 ½ cups heavy cream ; ½ teaspoon salt ; 3 tablespoons minced fresh parsley",4.7,4150,https://www.allrecipes.com/thmb/X-HRVIHIU3wcc8TUYO2cbFFOtR0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/26257-BowTiesWithSausageTomatoesAndCream-MFS-4x3-0278-cd320893198a4c0d85c9ecc4c706e989.jpg
Chocolate Chocolate Chip Cookies I,https://www.allrecipes.com/recipe/9827/chocolate-chocolate-chip-cookies-i/,"1 cup butter, softened ; 1 ½ cups white sugar ; 2  eggs ; 2 teaspoons vanilla extract ; 2 cups all-purpose flour ; ⅔ cup cocoa powder ; ¾ teaspoon baking soda ; ¼ teaspoon salt ; 2 cups semisweet chocolate chips ; ½ cup chopped walnuts  (Optional)",4.72,4142,https://www.allrecipes.com/thmb/JCMYBY68TG5gPrZLIx8x_AgcVRg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9827-chocolate-chocolate-chip-cookies-i--DDMFS-092-4x3-c8227481fd804270a50256498cf8f05f.jpg
One Bowl Chocolate Cake III,https://www.allrecipes.com/recipe/17981/one-bowl-chocolate-cake-iii/,2 cups white sugar ; 1 ¾ cups all-purpose flour ; ¾ cup unsweetened cocoa powder ; 1 ½ teaspoons baking powder ; 1 ½ teaspoons baking soda ; 1 teaspoon salt ; 2  eggs ; 1 cup milk ; ½ cup vegetable oil ; 2 teaspoons vanilla extract ; 1 cup boiling water,4.68,4130,https://www.allrecipes.com/thmb/beS8LVFvG9oxFe9UgGA3Bn3WG64=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/708879-One-Bowl-Chocolate-Cake-III-Dianne-4x3-0b686cb5d1d647cabefd86545b1bccdf.jpg
Burrito Pie,https://www.allrecipes.com/recipe/16881/burrito-pie/,"2 pounds ground beef ; 1  onion, chopped ; 2 teaspoons minced garlic ; 1 (2 ounce) can black olives, sliced ; 1 (4 ounce) can diced green chili peppers ; 1 (10 ounce) can diced tomatoes with green chile peppers ; 1 (16 ounce) jar taco sauce ; 2 (16 ounce) cans refried beans ; 12 (8 inch) flour tortillas ; 9 ounces shredded Colby cheese",4.56,4108,ERROR
Key Lime Pie VII,https://www.allrecipes.com/recipe/15880/key-lime-pie-vii/,1 (9 inch) prepared graham cracker crust ; 3 cups sweetened condensed milk ; ½ cup sour cream ; ¾ cup key lime juice ; 1 tablespoon grated lime zest,4.8,4066,https://www.allrecipes.com/thmb/XBy51kR-qWUYZPelMXmfCGjy7KY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/15880-Key-Lime-Pie-ddmfs-Beauty-4x3-0313-ad4c796cda71459e93c10cd7e715ed55.jpg
Simple White Cake,https://www.allrecipes.com/recipe/17481/simple-white-cake/,1 cup white sugar ; ½ cup butter ; 2  eggs ; 2 teaspoons vanilla extract ; 1 ½ cups all-purpose flour ; 1 ¾ teaspoons baking powder ; ½ cup milk,4.22,4066,https://www.allrecipes.com/thmb/rceSb4HUcHI64nQj_8o6jnvAN-0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/17481-simple-white-cake-DDMFS-4x3-89bf9ff32d0c40179a3d752d4d25f22a.jpg
Simple White Cake,https://www.allrecipes.com/recipe/17481/simple-white-cake/,1 cup white sugar ; ½ cup butter ; 2  eggs ; 2 teaspoons vanilla extract ; 1 ½ cups all-purpose flour ; 1 ¾ teaspoons baking powder ; ½ cup milk,4.22,4065,https://www.allrecipes.com/thmb/rceSb4HUcHI64nQj_8o6jnvAN-0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/17481-simple-white-cake-DDMFS-4x3-89bf9ff32d0c40179a3d752d4d25f22a.jpg
Angel Chicken Pasta,https://www.allrecipes.com/recipe/11967/angel-chicken-pasta/,"6  skinless, boneless chicken breast halves ; ¼ cup butter ; 1 (.7 ounce) package dry Italian-style salad dressing mix ; ½ cup white wine ; 1 (10.75 ounce) can  condensed golden mushroom soup ; 4 ounces cream cheese with chives ; 1 pound angel hair pasta",4.5,4024,https://www.allrecipes.com/thmb/H0hgN6HhV-0P2trBzUn-H0a5aVc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/525185-7bd30b357b944ecd8f579b4f2d4f3a48.jpg
Hamburger Steak with Onions and Gravy,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/,1 pound ground beef ; 1  egg ; ¼ cup bread crumbs ; ⅛ teaspoon ground black pepper ; ½ teaspoon seasoned salt ; ½ teaspoon onion powder ; ½ teaspoon garlic powder ; 1 teaspoon Worcestershire sauce ; 1 tablespoon vegetable oil ; 1 cup thinly sliced onion ; 2 tablespoons all-purpose flour ; 1 cup beef broth ; 1 tablespoon cooking sherry ; ½ teaspoon seasoned salt,4.61,4020,https://www.allrecipes.com/thmb/oT9qspfX32urYTBsZSDp7dC7ThQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/78370-hamburger-steak-with-onions-with-gravy-beauty-3x4-0135064414802173-1-302529d36e724191ae64837e09c45266.jpg
Juicy Roasted Chicken,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/,"1 (3 pound) whole chicken, giblets removed ;   salt and black pepper to taste ; 1 tablespoon onion powder, or to taste ; ½ cup margarine, divided ; 1 stalk celery, leaves removed",4.71,3944,https://www.allrecipes.com/thmb/RFbIhKKNhzYCFaDA6PPl-pvUK-s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/83557-juicy-roast-chicken-mfs495-4x3-b619cb42e7ee434db25dcb0a7e8d057d.jpg
Bread Pudding II,https://www.allrecipes.com/recipe/7177/bread-pudding-ii/,"6 slices day-old bread ; 2 tablespoons butter, melted ; ½ cup raisins  (Optional); 4  eggs, beaten ; 2 cups milk ; ¾ cup white sugar ; 1 teaspoon ground cinnamon ; 1 teaspoon vanilla extract",4.71,3920,https://www.allrecipes.com/thmb/DAXkvszLDn2Jf8ItWDp-IugldEE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-gw-7177-Bread-Pudding-II-ddmfs-beauty-4x3-8d462904287a48f483b532ada757fed1.jpg
Basic Crepes,https://www.allrecipes.com/recipe/16383/basic-crepes/,"1 cup all-purpose flour ; 2  eggs ; ½ cup milk ; ½ cup water ; ¼ teaspoon salt ; 2 tablespoons butter, melted",4.62,3908,https://www.allrecipes.com/thmb/p1mPvCVGnd6cy3SGmZAIHEoSI2Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/16383-basic-crepes-mfs_003-f1033a4dbed74bc2b0d465c8de6026e2.jpg
Fresh Southern Peach Cobbler,https://www.allrecipes.com/recipe/51535/fresh-southern-peach-cobbler/,"8  fresh peaches - peeled, pitted and sliced into thin wedges ; ¼ cup white sugar ; ¼ cup brown sugar ; ¼ teaspoon ground cinnamon ; ⅛ teaspoon ground nutmeg ; 1 teaspoon fresh lemon juice ; 2 teaspoons cornstarch ; 1 cup all-purpose flour ; ¼ cup white sugar ; ¼ cup brown sugar ; 1 teaspoon baking powder ; ½ teaspoon salt ; 6 tablespoons unsalted butter, chilled and cut into small pieces ; ¼ cup boiling water ; 3 tablespoons white sugar ; 1 teaspoon ground cinnamon",4.7,3896,https://www.allrecipes.com/thmb/_g_SFdKUwSniBWbzaQWEiGQw6SY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/51535-fresh-southern-peach-cobbler-ddmfs-0652-3x4-cb8d3d5a1e8548728fa1fc3d21fec1f0.jpg
